word,reading,pos,english
特派,とくは,N,"send specially, special envoy"
特有,とくゆう,N,"characteristic (of, peculiar (to))"
とげ (をさす),とげ (をさす),N,thorn
遂げる,とげる,V,"to accomplish, to achieve, to carry out"
年頃,としごろ,N,"age, marriageable age, adolescence"
戸締り,とじまり,N,"closing up, locking the doors"
途上,とじょう,N,"en/in route, half way"
土台,どだい,N,"foundation, base, basis"
途絶える,とだえる,V,"to stop, to cease, to come to an end"
特許,とっきょ,N,"special permission, patent"
特権,とっけん,N,"privilege, special right"
とっさに,とっさに,N,at once
突如,とつじょ,N,"suddenly, all of a sudden"
とって,とって,N,"handle, grip, knob"
突破,とっぱ,N,"breaking through, breakthrough, penetration"
土手,どて,N,"embankment, bank"
届,とどけ,N,"report, notification, registration"
滞る,とどこおる,V,"to stagnate, to be delayed"
整える,ととのえる,V,"to put in order, to arrange, to adjust; to get ready, to prepare; to raise money"
唱える,となえる,V,"to recite, to chant, to call upon"
殿様,とのさま,N,feudal lord
土俵,どひょう,N,arena
扉,とびら,N,"door, opening"
溝,どぶ,N,"ditch, drain, gap"
徒歩,とほ,N,"walking, going on foot"
土木,どぼく,N,public works
とぼける,とぼける,V,"to play dumb, to feign ignorance, to play innocent, to have a blank facial expression; to play the fool; to be in one's dotage"
乏しい,とぼしい,N,"meager, scarce, hard up, poor"
富,とみ,N,"wealth, fortune"
富む,とむ,V,"to be rich, to become rich"
共稼ぎ,ともかせぎ,N,"working together, (husband and wife) earning a living together"
伴う,ともなう,V,"to accompany, to bring with"
共働き,ともばたらき,N,dual income (husband and wife both working)
ドライ,ドライ,N,dry
ドライクリーニング,ドライクリーニング,N,dry cleaning
ドライバー,ドライバー,N,"driver, screwdriver"
ドライブイン,ドライブイン,N,drive in
トラブル,トラブル,V,trouble (sometimes used as a verb)
トランジスター,トランジスター,N,transistor
とりあえず,とりあえず,N,"at once, first of all, for the time being"
取扱,とりあつかい,N,"treatment, handling, management"
取り扱う,とりあつかう,V,"to treat, to handle, to deal in"
鳥居,とりい,N,Shinto shrine archway
取り替え,とりかえ,N,"swap, exchange"
取り組む,とりくむ,V,"to tackle, to engage in a bout, to come to grips with"
取締り,とりしまり,N,"control, crackdown, supervision"
取り締まる,とりしまる,V,"to crack down, to control, to supervise"
取り調べる,とりしらべる,V,"to investigate, to examine"
取り立てる,とりたてる,V,"to collect, to extort"
取り次ぐ,とりつぐ,V,"to act as an agent for, to announce (someone), to convey (a message)"
取り付ける,とりつける,V,"to furnish, to install; to get someone's agreement"
取り除く,とりのぞく,V,"to remove, to take away, to set apart"
取引,とりひき,N,"transactions, dealings, business"
取り巻く,とりまく,V,"to surround, to circle, to enclose"
取り混ぜる,とりまぜる,V,"to mix, to put together"
取り戻す,とりもどす,V,"to take back, to regain"
取り寄せる,とりよせる,V,"to order, to send away for"
ドリル,ドリル,N,drill
副,とりわけ,N,"especially, above all"
とろける,とろける,N,melt; to be enchanted with
鈍感,どんかん,N,"thickheadedness, stolidity"
とんだ,とんだ,N,"terrible, awful, serious, absolutely not"
度忘れ,どわすれ,N,"lapse of memory, forget for a moment"
問屋,とんや,N,wholesale store
内閣,ないかく,N,"cabinet, (government)"
乃至,ないし,N,"from...to, between...and, or"
内緒,ないしょ,N,"secrecy, privacy, secret"
内心,ないしん,N,"innermost thoughts, real intention, inmost heart"
内蔵,ないぞう,N,internal organ; built-in
ナイター,ナイター,N,"game under lights (e.g., baseball), night game"
内部,ないぶ,N,"interior, inside, internal"
内乱,ないらん,N,"civil war, domestic conflict"
内陸,ないりく,N,inland
苗,なえ,N,rice seedling
なおさら,なおさら,N,"all the more, still less"
流し,ながし,N,sink
長々,ながなが,N,"long, drawn-out, very long"
中程,なかほど,N,"middle, midway"
渚,なぎさ,N,"water's edge, beach, shore"
嘆く,なげく,V,"to sigh, to lament, to grieve"
投げ出す,なげだす,V,"to abandon, to throw out"
仲人,なこうど,N,"go-between, matchmaker"
和やか,なごやか,N,"mild, calm, harmonious"
名残,なごり,N,"remains, traces, memory"
情け,なさけ,N,"sympathy, compassion"
情無い,なさけない,N,"miserable, pitiable, shameful"
情深い,なさけぶかい,N,"tender-hearted, compassionate"
詰る,なじる,V,"to rebuke, to scold, to tell off"
名高い,なだかい,N,"famous, celebrated, well-known"
雪崩,なだれ,N,avalanche
懐く,なつく,V,to become emotionally attached
名付ける,なづける,V,to name
何気ない,なにげない,N,"casual, unconcerned"
なにとぞ,なにとぞ,N,"please, kindly, by all means"
なにより,なにより,N,"most, best"
ナプキン,ナプキン,N,napkin
名札,なふだ,N,"name plate, name tag"
生臭い,なまぐさい,N,"smelling of fish or blood, fish or meat"
生温い,なまぬるい,N,"lukewarm, halfhearted"
生身,なまみ,N,"living flesh, flesh and blood, the quick"
鉛,なまり,N,lead (the metal)
滑らか,なめらか,N,"smoothness, glassiness"
嘗める,なめる,V,to lick; to experience; to make fun of
悩ましい,なやましい,N,"seductive, melancholy, languid"
悩ます,なやます,V,"to bother, to harass, to molest"
悩み,なやみ,N,"trouble(s), worry, distress"
並びに,ならびに,N,and
成り立つ,なりたつ,V,"to consist of; to be practical (logical, feasible, viable), to be concluded, to hold true"
なるたけ,なるたけ,N,"as much as possible, if possible"
慣れ,なれ,N,"practice, experience"
馴々しい,なれなれしい,N,"familiar, make free with"
ナンセンス,ナンセンス,N,nonsense
何だか,なんだか,N,"a little, somewhat, somehow"
なんだかんだ,なんだかんだ,N,something or other
なんなり,なんなり,N,"anything, whatever"
荷,に,N,"load, baggage, cargo"
似通う,にかよう,V,to resemble closely
にきび,にきび,N,"pimple, acne"
賑わう,にぎわう,V,"to prosper, to flourish, to be crowded with people"
憎しみ,にくしみ,N,hatred
肉親,にくしん,N,"blood relationship, blood relative"
肉体,にくたい,N,"the body, the flesh"
逃げ出す,にげだす,V,"to run away, to escape from"
西日,にしび,N,westering sun
滲む,にじむ,V,"to run, to blur, to spread"
にせ物,にせもの,N,"imitation, counterfeit"
日夜,にちや,N,"day and night, always"
荷造り,にづくり,N,"packing, baling, crating"
担う,になう,V,"to carry on shoulder, to bear (burden), to shoulder (gun)"
鈍る,にぶる,V,"to become less capable, to grow dull, to become blunt, to weaken"
にも関わらず,にもかかわらず,N,"in spite of, nevertheless"
ニュアンス,ニュアンス,N,nuance
ニュー,ニュー,N,new
入手,にゅうしゅ,N,"obtaining, coming to hand"
入賞,にゅうしょう,N,winning a prize or place (in a contest
入浴,にゅうよく,N,"bathe, bathing"
尿,にょう,N,urine
認識,にんしき,N,"recognition, cognizance"
妊娠,にんしん,N,"conception, pregnancy"
任務,にんむ,N,"duty, mission, task"
任命,にんめい,N,"appointment, nomination, ordination"
抜かす,ぬかす,V,"to omit, to leave out"
抜け出す,ぬけだす,V,"to slip out, to sneak away, to excel"
主,ぬし,N,"owner, master, god"
沼,ぬま,N,"swamp, bog, pond"
音色,ねいろ,N,"tone color, timbre"
値打ち,ねうち,N,"value, worth, price"
ネガ,ネガ,N,(photographic) negative
寝かせる,ねかせる,V,"to put to bed, to lay down, to ferment"
ねじまわし,ねじまわし,N,screwdriver
捩れる,ねじれる,N,"twist, strain"
妬む,ねたむ,V,"to be jealous, to be envious"
ねだる,ねだる,V,"to nag, to demand"
熱意,ねつい,N,"zeal, enthusiasm"
熱湯,ねっとう,N,boiling water
熱量,ねつりょう,N,calorific value
粘り,ねばり,N,"stickiness, viscosity"
粘る,ねばる,V,"to be sticky, to be adhesive, to persist, to stick to"
値引き,ねびき,N,"price reduction, discount"
根回し,ねまわし,N,making necessary arrangements
眠たい,ねむたい,N,sleepy
練る,ねる,V,"to knead, to work over, to polish up"
念,ねん,N,"sense, feeling, desire"
年賀,ねんが,N,"New Year's greetings, New Year's card"
念願,ねんがん,N,"one's heart's desire, earnest petition"
年号,ねんごう,N,"name of an era, year number"
燃焼,ねんしょう,N,"burning, combustion"
年長,ねんちょう,N,seniority
燃料,ねんりょう,N,fuel
年輪,ねんりん,N,annual tree ring
ノイローゼ,ノイローゼ,N,neurosis (GER: Neurose)
農耕,のうこう,N,"farming, agriculture"
農場,のうじょう,N,farm
農地,のうち,N,agricultural land
納入,のうにゅう,N,"payment, supply"
逃す,のがす,V,"to let loose, to set free, to let escape"
逃れる,のがれる,V,to escape
軒並,のきなみ,N,row of houses; uniformly
望ましい,のぞましい,N,"desirable, hoped for"
乗っ取る,のっとる,V,"to capture, to occupy, to take over"
のどか,のどか,N,"tranquil, calm, quiet"
罵る,ののしる,V,"to speak ill of, to abuse"
延べ,のべ,N,"futures, credit (buying), stretching, total"
飲み込む,のみこむ,V,"to gulp down, to swallow deeply, to understand"
乗り込む,のりこむ,V,"to board, to get into (a car); to march into, to enter"
刃,は,N,"blade, sword"
バー,バー,N,bar
把握,はあく,N,"grasp, catch, understanding"
パート,パート,N,part-time job
廃棄,はいき,N,"disposal, abandon, discarding"
配給,はいきゅう,N,"distribution (e.g., films, rice"
ばい菌,ばいきん,N,"bacteria, germ(s)"
配偶者,はいぐうしゃ,N,spouse
拝啓,はいけい,N,-- a formal greeting used at the beginning of a letter --
背景,はいけい,N,"background, scenery, setting"
背後,はいご,N,"back, rear"
廃止,はいし,N,"abolition, repeal"
拝借,はいしゃく,N,(humble) (polite) borrowing
排除,はいじょ,N,"exclusion, removal, rejection"
賠償,ばいしょう,N,"reparations, indemnity, compensation"
排水,はいすい,N,drainage
敗戦,はいせん,N,"defeat, losing a war"
配置,はいち,N,"arrangement (of resources), disposition"
配布,はいふ,N,distribution
配分,はいぶん,N,"distribution, allotment"
敗北,はいぼく,V,defeat (as a verb it means 'to be defeated')
倍率,ばいりつ,N,"diameter, magnification"
配慮,はいりょ,N,"consideration, concern, forethought"
配列,はいれつ,N,"arrangement, array (programming)"
破壊,はかい,N,destruction
いたわる,いたわる,V,"to sympathize with, to console, to care for"
一概に,いちがいに,N,"unconditionally, necessarily"
著しい,いちじるしい,N,"remarkable, considerable"
一同,いちどう,N,"all present, all concerned, all of us"
一部分,いちぶぶん,N,"a part, a portion"
一別,いちべつ,N,parting
一面,いちめん,N,"one side, the other hand"
一目,いちもく,N,"a glance, a look, a glimpse"
一様,いちよう,N,"uniform, similar, equal"
一律,いちりつ,N,"even, uniform, equal"
一連,いちれん,N,"a series, a chain, a ream (of paper)"
一括,いっかつ,N,"all together, batch"
一気,いっき,N,"at one push, in one gulp"
一挙に,いっきょに,N,"at a stroke, with a single swoop"
一見,いっけん,N,"a look, a glimpse, glance; first meeting"
一切,いっさい,N,"without exception, the whole"
一心,いっしん,N,"one mind, with rapt attention"
いっそ,いっそ,N,"rather, sooner, might as well"
一変,いっぺん,N,complete change
意図,いと,N,"intention, aim, design"
営む,いとなむ,V,"to carry on (e.g., in ceremony), to run a business"
挑む,いどむ,V,to challenge
稲光,いなびかり,N,(flash of) lightning
祈り,いのり,N,"prayer, supplication"
いびき,いびき,N,snoring
今更,いまさら,N,"now, again"
未だ,いまだ,N,"yet, still"
移民,いみん,N,"emigrant, immigrant"
嫌々,いやいや,N,"reluctantly, by no means, unwillingly"
卑しい,いやしい,N,"greedy, vulgar, shabby"
いやに,いやに,N,"awfully, terribly"
いやらしい,いやらしい,N,"unpleasant, disgusting, indecent"
意欲,いよく,N,"will, desire, ambition"
威力,いりょく,N,"power, might, authority"
衣類,いるい,N,"clothes, clothing, garments"
異論,いろん,N,"different opinion, objection"
印鑑,いんかん,N,"stamp, seal"
陰気,いんき,N,"gloom, melancholy"
隠居,いんきょ,N,retirement; retired person
インターチェンジ,インターチェンジ,N,interchange
インターナショナル,インターナショナル,N,international
インターフォン,インターフォン,N,"entry phone, intercom"
インテリ,インテリ,N,"(abbr.) egghead, intelligentsia"
インフォメーション,インフォメーション,N,information
インフレ,インフレ,N,(abbr.) inflation
受かる,うかる,V,to pass (examination)
受け入れ,うけいれ,N,"receiving, acceptance"
受け入れる,うけいれる,V,"to accept, to receive"
受け継ぐ,うけつぐ,V,"to inherit, to succeed"
受け付ける,うけつける,V,"to be accepted, to receive (an application)"
受け止める,うけとめる,V,"to catch, to react to, to take"
受身,うけみ,N,"passive, passive voice"
受持ち,うけもち,N,"charge (of something), matter in one's charge"
動き,うごき,N,"movement, activity, trend"
嘘つき,うそつき,N,liar
うたた寝,うたたね,N,"dozing, napping"
打ち明ける,うちあける,V,"to confess, to be open"
打ち切る,うちきる,V,"to stop, to abort, to discontinue, to close"
打ち消し,うちけし,N,"(gram) negation, denial, negative"
打ち込む,うちこむ,V,"to devote oneself to, to shoot into"
団扇,うちわ,N,fan
内訳,うちわけ,N,"the items, breakdown, classification"
写し,うつし,N,"copy, duplicate"
訴え,うったえ,N,"lawsuit, complaint"
うっとうしい,うっとうしい,N,"weary, annoying"
うつむく,うつむく,V,"to look downward, to stoop"
空ろ,うつろ,N,"blank, hollow, empty"
器,うつわ,N,"bowl, vessel, container"
腕前,うでまえ,N,"ability, skill, facility"
雨天,うてん,N,rainy weather
促す,うながす,V,"to urge, to suggest, to demand"
うぬぼれ,うぬぼれ,N,"pretension, conceit, hubris"
生まれつき,うまれつき,N,"by nature, by birth, native"
埋め込む,うめこむ,V,"to embed, implant"
梅干し,うめぼし,N,dried plum
裏返し,うらがえし,N,"inside out, reverse"
売り出し,うりだし,N,(bargain) sale
売り出す,うりだす,V,"to put on sale, to market"
潤う,うるおう,V,to be moist; to profit by
浮気,うわき,N,"affair, to cheat"
上回る,うわまわる,V,to exceed
植わる,うわる,V,to be planted
運営,うんえい,N,"management, administration, operation"
うんざり,うんざり,N,"tedious, boring, being fed up with"
運送,うんそう,N,"shipping, freight"
運賃,うんちん,N,"freight rates, shipping expenses, (passenger) fare"
云々,うんぬん,N,"and so on, and so forth"
運搬,うんぱん,N,"transport, carriage"
運命,うんめい,N,fate
運輸,うんゆ,N,transportation
運用,うんよう,N,"making use of, application, practical use"
エアメール,エアメール,N,air mail
英字,えいじ,N,English letter (character)
映写,えいしゃ,N,projection
映像,えいぞう,N,"reflection, image"
英雄,えいゆう,N,"hero, great man"
液,えき,N,"liquid, fluid"
閲覧,えつらん,N,"inspection, reference, browse"
獲物,えもの,N,"game, spoils, trophy"
襟,えり,N,"neck, collar"
